0 0 0 0 0 0 0
0.00392157 0.0392157 0.0392157 0.0392157 0.0313726 0 0.0313726
0.00784314 0.0784314 0.0784314 0.0784314 0.0627451 0 0.0627451
0.0117647 0.117647 0.117647 0.117647 0.0941176 0 0.0941176
0.0156863 0.156863 0.156863 0.156863 0.12549 0 0.12549
0.0196078 0.196078 0.196078 0.196078 0.156863 0 0.156863
0.0235294 0.235294 0.235294 0.235294 0.188235 0 0.188235
0.027451 0.27451 0.27451 0.27451 0.219608 0 0.219608
0.0313726 0.313726 0.313726 0.313726 0.25098 0 0.25098
0.0352941 0.352941 0.352941 0.352941 0.282353 0 0.282353
0.0392157 0.392157 0.392157 0.392157 0.313726 0 0.313726
0.0431373 0.431373 0.431373 0.431373 0.345098 0 0.345098
0.0470588 0.470588 0.470588 0.470588 0.376471 0 0.376471
0.0509804 0.509804 0.509804 0.509804 0.407843 0 0.407843
0.054902 0.54902 0.54902 0.54902 0.439216 0 0.439216
0.0588235 0.588235 0.588235 0.588235 0.470588 0 0.470588
0.0627451 0.627451 0.627451 0.627451 0.501961 0 0.501961
0.0666667 0.666667 0.666667 0.666667 0.533333 0 0.533333
0.0705882 0.705882 0.705882 0.705882 0.564706 0 0.564706
0.0745098 0.745098 0.745098 0.745098 0.596078 0 0.596078
0.0784314 0.784314 0.784314 0.784314 0.627451 0 0.627451
0.0823529 0.823529 0.823529 0.823529 0.658824 0 0.658824
0.0862745 0.862745 0.862745 0.862745 0.690196 0 0.690196
0.0901961 0.901961 0.901961 0.901961 0.721569 0 0.721569
0.0941176 0.941176 0.941176 0.941176 0.752941 0 0.752941
0.0980392 0.980392 0.980392 0.980392 0.784314 0 0.784314
0.101961 1.01961 1.01961 1.01961 0.815686 0 0.815686
0.105882 1.05882 1.05882 1.05882 0.847059 0 0.847059
0.109804 1.09804 1.09804 1.09804 0.878431 0 0.878431
0.113725 1.13725 1.13725 1.13725 0.909804 0 0.909804
0.117647 1.17647 1.17647 1.17647 0.941176 0 0.941176
0.121569 1.21569 1.21569 1.21569 0.972549 0 0.972549
0.12549 1.2549 1.2549 1.2549 1.00392 0 1.00392
0.129412 1.29412 1.29412 1.29412 1.03529 0 1.03529
0.133333 1.33333 1.33333 1.33333 1.06667 0 1.06667
0.137255 1.37255 1.37255 1.37255 1.09804 0 1.09804
0.141176 1.41176 1.41176 1.41176 1.12941 0 1.12941
0.145098 1.45098 1.45098 1.45098 1.16078 0 1.16078
0.14902 1.4902 1.4902 1.4902 1.19216 0 1.19216
0.152941 1.52941 1.52941 1.52941 1.22353 0 1.22353
0.156863 1.56863 1.56863 1.56863 1.2549 0 1.2549
0.160784 1.60784 1.60784 1.60784 1.28627 0 1.28627
0.164706 1.64706 1.64706 1.64706 1.31765 0 1.31765
0.168627 1.68627 1.68627 1.68627 1.34902 0 1.34902
0.172549 1.72549 1.72549 1.72549 1.38039 0 1.38039
0.176471 1.76471 1.76471 1.76471 1.41176 0 1.41176
0.180392 1.80392 1.80392 1.80392 1.44314 0 1.44314
0.184314 1.84314 1.84314 1.84314 1.47451 0 1.47451
0.188235 1.88235 1.88235 1.88235 1.50588 0 1.50588
0.192157 1.92157 1.92157 1.92157 1.53725 0 1.53725
0.196078 1.96078 1.96078 1.96078 1.56863 0 1.56863
0.2 2 2 2 1.6 0 1.6
0.203922 2.03922 2.03922 2.03922 1.63137 0.0448179 1.63137
0.207843 2.07843 2.07843 2.07843 1.66275 0.0896358 1.66275
0.211765 2.11765 2.11765 2.11765 1.69412 0.134454 1.69412
0.215686 2.15686 2.15686 2.15686 1.72549 0.179272 1.72549
0.219608 2.19608 2.19608 2.19608 1.75686 0.22409 1.75686
0.223529 2.23529 2.23529 2.23529 1.78824 0.268908 1.78824
0.227451 2.27451 2.27451 2.27451 1.81961 0.313725 1.81961
0.231373 2.31373 2.31373 2.31373 1.85098 0.358543 1.85098
0.235294 2.35294 2.35294 2.35294 1.88235 0.403361 1.88235
0.239216 2.39216 2.39216 2.39216 1.91373 0.448179 1.91373
0.243137 2.43137 2.43137 2.43137 1.9451 0.492997 1.9451
0.247059 2.47059 2.47059 2.47059 1.97647 0.537815 1.97647
0.25098 2.5098 2.5098 2.5098 2.00784 0.582633 2.00784
0.254902 2.54902 2.54902 2.54902 2.03922 0.627451 2.03922
0.258824 2.58824 2.58824 2.58824 2.07059 0.672269 2.07059
0.262745 2.62745 2.62745 2.62745 2.10196 0.717087 2.10196
0.266667 2.66667 2.66667 2.66667 2.13333 0.761905 2.13333
0.270588 2.70588 2.70588 2.70588 2.16471 0.806723 2.16471
0.27451 2.7451 2.7451 2.7451 2.19608 0.851541 2.19608
0.278431 2.78431 2.78431 2.78431 2.22745 0.896359 2.22745
0.282353 2.82353 2.82353 2.82353 2.25882 0.941177 2.25882
0.286275 2.86275 2.86275 2.86275 2.2902 0.985995 2.2902
0.290196 2.90196 2.90196 2.90196 2.32157 1.03081 2.32157
0.294118 2.94118 2.94118 2.94118 2.35294 1.07563 2.35294
0.298039 2.98039 2.98039 2.98039 2.38431 1.12045 2.38431
0.301961 3.01961 3.01961 3.01961 2.41569 1.16527 2.41569
0.305882 3.05882 3.05882 3.05882 2.44706 1.21008 2.44706
0.309804 3.09804 3.09804 3.09804 2.47843 1.2549 2.47843
0.313726 3.13725 3.13725 3.13725 2.5098 1.29972 2.5098
0.317647 3.17647 3.17647 3.17647 2.54118 1.34454 2.54118
0.321569 3.21569 3.21569 3.21569 2.57255 1.38936 2.57255
0.32549 3.2549 3.2549 3.2549 2.60392 1.43417 2.60392
0.329412 3.29412 3.29412 3.29412 2.63529 1.47899 2.63529
0.333333 3.33333 3.33333 3.33333 2.66667 1.52381 2.66667
0.337255 3.37255 3.37255 3.37255 2.69804 1.56863 2.69804
0.341176 3.41176 3.41176 3.41176 2.72941 1.61345 2.72941
0.345098 3.45098 3.45098 3.45098 2.76078 1.65826 2.76078
0.34902 3.4902 3.4902 3.4902 2.79216 1.70308 2.79216
0.352941 3.52941 3.52941 3.52941 2.82353 1.7479 2.82353
0.356863 3.56863 3.56863 3.56863 2.8549 1.79272 2.8549
0.360784 3.60784 3.60784 3.60784 2.88627 1.83754 2.88627
0.364706 3.64706 3.64706 3.64706 2.91765 1.88235 2.91765
0.368627 3.68627 3.68627 3.68627 2.94902 1.92717 2.94902
0.372549 3.72549 3.72549 3.72549 2.98039 1.97199 2.98039
0.376471 3.76471 3.76471 3.76471 3.01176 2.01681 3.01176
0.380392 3.80392 3.80392 3.80392 3.04314 2.06162 3.04314
0.384314 3.84314 3.84314 3.84314 3.07451 2.10644 3.07451
0.388235 3.88235 3.88235 3.88235 3.10588 2.15126 3.10588
0.392157 3.92157 3.92157 3.92157 3.13725 2.19608 3.13725
0.396078 3.96078 3.96078 3.96078 3.16863 2.2409 3.16863
0.4 4 4 4 3.2 2.28571 3.2
0.403922 4.03922 4.03922 4.03922 3.23137 2.33053 3.23137
0.407843 4.07843 4.07843 4.07843 3.26275 2.37535 3.26275
0.411765 4.11765 4.11765 4.11765 3.29412 2.42017 3.29412
0.415686 4.15686 4.15686 4.15686 3.32549 2.46499 3.32549
0.419608 4.19608 4.19608 4.19608 3.35686 2.5098 3.35686
0.423529 4.23529 4.23529 4.23529 3.38824 2.55462 3.38824
0.427451 4.27451 4.27451 4.27451 3.41961 2.59944 3.41961
0.431373 4.31373 4.31373 4.31373 3.45098 2.64426 3.45098
0.435294 4.35294 4.35294 4.35294 3.48235 2.68908 3.48235
0.439216 4.39216 4.39216 4.39216 3.51373 2.73389 3.51373
0.443137 4.43137 4.43137 4.43137 3.5451 2.77871 3.5451
0.447059 4.47059 4.47059 4.47059 3.57647 2.82353 3.57647
0.45098 4.5098 4.5098 4.5098 3.60784 2.86835 3.60784
0.454902 4.54902 4.54902 4.54902 3.63922 2.91317 3.63922
0.458824 4.58824 4.58824 4.58824 3.67059 2.95798 3.67059
0.462745 4.62745 4.62745 4.62745 3.70196 3.0028 3.70196
0.466667 4.66667 4.66667 4.66667 3.73333 3.04762 3.73333
0.470588 4.70588 4.70588 4.70588 3.76471 3.09244 3.76471
0.47451 4.7451 4.7451 4.7451 3.79608 3.13725 3.79608
0.478431 4.78431 4.78431 4.78431 3.82745 3.18207 3.82745
0.482353 4.82353 4.82353 4.82353 3.85882 3.22689 3.85882
0.486275 4.86275 4.86275 4.86275 3.8902 3.27171 3.8902
0.490196 4.90196 4.90196 4.90196 3.92157 3.31653 3.92157
0.494118 4.94118 4.94118 4.94118 3.95294 3.36134 3.95294
0.498039 4.98039 4.98039 4.98039 3.98431 3.40616 3.98431
0.501961 5.01961 5.01961 5.01961 4.01569 3.45098 4.01569
0.505882 5.05882 5.05882 5.05882 4.04706 3.4958 4.04706
0.509804 5.09804 5.09804 5.09804 4.07843 3.54062 4.07843
0.513726 5.13726 5.13726 5.13726 4.1098 3.58543 4.1098
0.517647 5.17647 5.17647 5.17647 4.14118 3.63025 4.14118
0.521569 5.21569 5.21569 5.21569 4.17255 3.67507 4.17255
0.52549 5.2549 5.2549 5.2549 4.20392 3.71989 4.20392
0.529412 5.29412 5.29412 5.29412 4.23529 3.76471 4.23529
0.533333 5.33333 5.33333 5.33333 4.26667 3.80952 4.26667
0.537255 5.37255 5.37255 5.37255 4.29804 3.85434 4.29804
0.541176 5.41177 5.41177 5.41177 4.32941 3.89916 4.32941
0.545098 5.45098 5.45098 5.45098 4.36078 3.94398 4.36078
0.54902 5.4902 5.4902 5.4902 4.39216 3.9888 4.39216
0.552941 5.52941 5.52941 5.52941 4.42353 4.03361 4.42353
0.556863 5.56863 5.56863 5.56863 4.4549 4.07843 4.4549
0.560784 5.60784 5.60784 5.60784 4.48627 4.12325 4.48627
0.564706 5.64706 5.64706 5.64706 4.51765 4.16807 4.51765
0.568627 5.68627 5.68627 5.68627 4.54902 4.21289 4.54902
0.572549 5.72549 5.72549 5.72549 4.58039 4.2577 4.58039
0.576471 5.76471 5.76471 5.76471 4.61176 4.30252 4.61176
0.580392 5.80392 5.80392 5.80392 4.64314 4.34734 4.64314
0.584314 5.84314 5.84314 5.84314 4.67451 4.39216 4.67451
0.588235 5.88235 5.88235 5.88235 4.70588 4.43698 4.70588
0.592157 5.92157 5.92157 5.92157 4.73726 4.48179 4.73726
0.596078 5.96078 5.96078 5.96078 4.76863 4.52661 4.76863
0.6 6 6 6 4.8 4.57143 4.8
0.603922 6.03922 6.03922 6.03922 4.83137 4.61625 4.83137
0.607843 6.07843 6.07843 6.07843 4.86275 4.66107 4.86275
0.611765 6.11765 6.11765 6.11765 4.89412 4.70588 4.89412
0.615686 6.15686 6.15686 6.15686 4.92549 4.7507 4.92549
0.619608 6.19608 6.19608 6.19608 4.95686 4.79552 4.95686
0.623529 6.23529 6.23529 6.23529 4.98824 4.84034 4.98824
0.627451 6.27451 6.27451 6.27451 5.01961 4.88515 5.01961
0.631373 6.31373 6.31373 6.31373 5.05098 4.92997 5.05098
0.635294 6.35294 6.35294 6.35294 5.08235 4.97479 5.08235
0.639216 6.39216 6.39216 6.39216 5.11373 5.01961 5.11373
0.643137 6.43137 6.43137 6.43137 5.1451 5.06443 5.1451
0.647059 6.47059 6.47059 6.47059 5.17647 5.10924 5.17647
0.65098 6.5098 6.5098 6.5098 5.20784 5.15406 5.20784
0.654902 6.54902 6.54902 6.54902 5.23922 5.19888 5.23922
0.658824 6.58824 6.58824 6.58824 5.27059 5.2437 5.27059
0.662745 6.62745 6.62745 6.62745 5.30196 5.28852 5.30196
0.666667 6.66667 6.66667 6.66667 5.33333 5.33333 5.33333
0.670588 6.70588 6.70588 6.70588 5.36471 5.37815 5.36471
0.67451 6.7451 6.7451 6.7451 5.39608 5.42297 5.39608
0.678431 6.78431 6.78431 6.78431 5.42745 5.46779 5.42745
0.682353 6.82353 6.82353 6.82353 5.45882 5.51261 5.45882
0.686275 6.86275 6.86275 6.86275 5.4902 5.55742 5.4902
0.690196 6.90196 6.90196 6.90196 5.52157 5.60224 5.52157
0.694118 6.94118 6.94118 6.94118 5.55294 5.64706 5.55294
0.698039 6.98039 6.98039 6.98039 5.58431 5.69188 5.58431
0.701961 7.01961 7.01961 7.01961 5.61569 5.7367 5.61569
0.705882 7.05882 7.05882 7.05882 5.64706 5.78151 5.64706
0.709804 7.09804 7.09804 7.09804 5.67843 5.82633 5.67843
0.713726 7.13726 7.13726 7.13726 5.7098 5.87115 5.7098
0.717647 7.17647 7.17647 7.17647 5.74118 5.91597 5.74118
0.721569 7.21569 7.21569 7.21569 5.77255 5.96078 5.77255
0.72549 7.2549 7.2549 7.2549 5.80392 6.0056 5.80392
0.729412 7.29412 7.29412 7.29412 5.83529 6.05042 5.83529
0.733333 7.33333 7.33333 7.33333 5.86667 6.09524 5.86667
0.737255 7.37255 7.37255 7.37255 5.89804 6.14006 5.89804
0.741176 7.41177 7.41177 7.41177 5.92941 6.18487 5.92941
0.745098 7.45098 7.45098 7.45098 5.96078 6.22969 5.96078
0.74902 7.4902 7.4902 7.4902 5.99216 6.27451 5.99216
0.752941 7.52941 7.52941 7.52941 6.02353 6.31933 6.02353
0.756863 7.56863 7.56863 7.56863 6.0549 6.36415 6.0549
0.760784 7.60784 7.60784 7.60784 6.08627 6.40896 6.08627
0.764706 7.64706 7.64706 7.64706 6.11765 6.45378 6.11765
0.768627 7.68627 7.68627 7.68627 6.14902 6.4986 6.14902
0.772549 7.72549 7.72549 7.72549 6.18039 6.54342 6.18039
0.776471 7.76471 7.76471 7.76471 6.21176 6.58824 6.21176
0.780392 7.80392 7.80392 7.80392 6.24314 6.63305 6.24314
0.784314 7.84314 7.84314 7.84314 6.27451 6.67787 6.27451
0.788235 7.88235 7.88235 7.88235 6.30588 6.72269 6.30588
0.792157 7.92157 7.92157 7.92157 6.33726 6.76751 6.33726
0.796078 7.96078 7.96078 7.96078 6.36863 6.81233 6.36863
0.8 8 8 8 6.4 6.85714 6.4
0.803922 8.03922 8.03922 8.03922 6.43137 6.90196 6.43137
0.807843 8.07843 8.07843 8.07843 6.46275 6.94678 6.46275
0.811765 8.11765 8.11765 8.11765 6.49412 6.9916 6.49412
0.815686 8.15686 8.15686 8.15686 6.52549 7.03642 6.52549
0.819608 8.19608 8.19608 8.19608 6.55686 7.08123 6.55686
0.823529 8.23529 8.23529 8.23529 6.58824 7.12605 6.58824
0.827451 8.27451 8.27451 8.27451 6.61961 7.17087 6.61961
0.831373 8.31373 8.31373 8.31373 6.65098 7.21569 6.65098
0.835294 8.35294 8.35294 8.35294 6.68235 7.2605 6.68235
0.839216 8.39216 8.39216 8.39216 6.71373 7.30532 6.71373
0.843137 8.43137 8.43137 8.43137 6.7451 7.35014 6.7451
0.847059 8.47059 8.47059 8.47059 6.77647 7.39496 6.77647
0.85098 8.5098 8.5098 8.5098 6.80784 7.43978 6.80784
0.854902 8.54902 8.54902 8.54902 6.83922 7.48459 6.83922
0.858824 8.58824 8.58824 8.58824 6.87059 7.52941 6.87059
0.862745 8.62745 8.62745 8.62745 6.90196 7.57423 6.90196
0.866667 8.66667 8.66667 8.66667 6.93333 7.61905 6.93333
0.870588 8.70588 8.70588 8.70588 6.96471 7.66387 6.96471
0.87451 8.7451 8.7451 8.7451 6.99608 7.70868 6.99608
0.878431 8.78431 8.78431 8.78431 7.02745 7.7535 7.02745
0.882353 8.82353 8.82353 8.82353 7.05882 7.79832 7.05882
0.886275 8.86275 8.86275 8.86275 7.0902 7.84314 7.0902
0.890196 8.90196 8.90196 8.90196 7.12157 7.88796 7.12157
0.894118 8.94118 8.94118 8.94118 7.15294 7.93277 7.15294
0.898039 8.98039 8.98039 8.98039 7.18431 7.97759 7.18431
0.901961 9.01961 9.01961 9.01961 7.21569 0 7.21569
0.905882 9.05882 9.05882 9.05882 7.24706 0 7.24706
0.909804 9.09804 9.09804 9.09804 7.27843 0 7.27843
0.913725 9.13725 9.13725 9.13725 7.3098 0 7.3098
0.917647 9.17647 9.17647 9.17647 7.34118 0 7.34118
0.921569 9.21569 9.21569 9.21569 7.37255 0 7.37255
0.92549 9.2549 9.2549 9.2549 7.40392 0 7.40392
0.929412 9.29412 9.29412 9.29412 7.43529 0 7.43529
0.933333 9.33333 9.33333 9.33333 7.46667 0 7.46667
0.937255 9.37255 9.37255 9.37255 7.49804 0 7.49804
0.941176 9.41177 9.41177 9.41177 7.52941 0 7.52941
0.945098 9.45098 9.45098 9.45098 7.56078 0 7.56078
0.94902 9.4902 9.4902 9.4902 7.59216 0 7.59216
0.952941 9.52941 9.52941 9.52941 7.62353 0 7.62353
0.956863 9.56863 9.56863 9.56863 7.6549 0 7.6549
0.960784 9.60784 9.60784 9.60784 7.68627 0 7.68627
0.964706 9.64706 9.64706 9.64706 7.71765 0 7.71765
0.968627 9.68627 9.68627 9.68627 7.74902 0 7.74902
0.972549 9.72549 9.72549 9.72549 7.78039 0 7.78039
0.976471 9.76471 9.76471 9.76471 7.81176 0 7.81176
0.980392 9.80392 9.80392 9.80392 7.84314 0 7.84314
0.984314 9.84314 9.84314 9.84314 7.87451 0 7.87451
0.988235 9.88235 9.88235 9.88235 7.90588 0 7.90588
0.992157 9.92157 9.92157 9.92157 7.93725 0 7.93725
0.996078 9.96078 9.96078 9.96078 7.96863 0 7.96863
1 10 10 10 8 0 8
